Number Held,Address,Opensea
202,0x64809bdf6622856382c27a7cc73e8c8106d33c33,https://opensea.io/0x64809bdf6622856382c27a7cc73e8c8106d33c33
161,0x167375ff33dc19570577d55cd4be8883c8a0db03,https://opensea.io/0x167375ff33dc19570577d55cd4be8883c8a0db03
156,0x6e5e81125a0ba80f659b33b84c0c470b5d9f0187,https://opensea.io/0x6e5e81125a0ba80f659b33b84c0c470b5d9f0187
155,0x8217cc277a8edfda132a0123761e1d2aa795ecc6,https://opensea.io/0x8217cc277a8edfda132a0123761e1d2aa795ecc6
125,0x4988a813e210e2165dd48382c403459182f13f87,https://opensea.io/0x4988a813e210e2165dd48382c403459182f13f87
118,0x108d234f38f63b72e390f5e25fc815d1929d2df2,https://opensea.io/0x108d234f38f63b72e390f5e25fc815d1929d2df2
118,0xddd3964d75d59b6b6d5c31eb313bba5ebf076364,https://opensea.io/0xddd3964d75d59b6b6d5c31eb313bba5ebf076364
104,0x554e0b456a38885501d519299ef0d0ba9715d0b1,https://opensea.io/0x554e0b456a38885501d519299ef0d0ba9715d0b1
89,0xcd6283b7d2d3223aad11b78c017d95117cb5aed0,https://opensea.io/0xcd6283b7d2d3223aad11b78c017d95117cb5aed0
79,0xca34b7c6d71b82f52a9a0a6941f98b4e2e8a6010,https://opensea.io/0xca34b7c6d71b82f52a9a0a6941f98b4e2e8a6010
65,0xfb6c769a5844d19d6228023a09f9f4f09e5f1f94,https://opensea.io/0xfb6c769a5844d19d6228023a09f9f4f09e5f1f94
62,0x5821679c13dba57452785f1d392ee91b8e6ceab3,https://opensea.io/0x5821679c13dba57452785f1d392ee91b8e6ceab3
62,0xc3ee54ae29e70ea919537d77db69641f6b445fb7,https://opensea.io/0xc3ee54ae29e70ea919537d77db69641f6b445fb7
60,0x094b283e093b03a3058f663c15cb26f2c81aedca,https://opensea.io/0x094b283e093b03a3058f663c15cb26f2c81aedca
57,0xaec7d4d8c08e2f24663cfd389f82c91b2b5ae2d2,https://opensea.io/0xaec7d4d8c08e2f24663cfd389f82c91b2b5ae2d2
56,0xaaa09547b6d026b0dd05917a16a38afd771d63bb,https://opensea.io/0xaaa09547b6d026b0dd05917a16a38afd771d63bb
55,0xbfb3e090ecbb84c7436c31dfeae08a94fdaa4d14,https://opensea.io/0xbfb3e090ecbb84c7436c31dfeae08a94fdaa4d14
54,0x918e222755a153e94cd57560e3e826ac43df46c7,https://opensea.io/0x918e222755a153e94cd57560e3e826ac43df46c7
53,0xa52899a1a8195c3eef30e0b08658705250e154ae,https://opensea.io/0xa52899a1a8195c3eef30e0b08658705250e154ae
53,0x0161414fc657caffff323f1e532b63b81bba2958,https://opensea.io/0x0161414fc657caffff323f1e532b63b81bba2958
51,0x6cf4542c5689a421914b31f7a20eae1ec76b1008,https://opensea.io/0x6cf4542c5689a421914b31f7a20eae1ec76b1008
50,0xe0f3812c52add25021dc7fe1534b3bd0697fe655,https://opensea.io/0xe0f3812c52add25021dc7fe1534b3bd0697fe655
50,0x2874c4e9cb5f183ef3d8adfa6d6bbd584dc67842,https://opensea.io/0x2874c4e9cb5f183ef3d8adfa6d6bbd584dc67842
49,0xca8bccba81a5ed0639406f50c40083479c99e62e,https://opensea.io/0xca8bccba81a5ed0639406f50c40083479c99e62e
48,0xa77a9d2babaf18dc98d397590fdb92dcb42c2263,https://opensea.io/0xa77a9d2babaf18dc98d397590fdb92dcb42c2263
48,0x087c35c7bfde457304604c7c512d8616ef8d4a5b,https://opensea.io/0x087c35c7bfde457304604c7c512d8616ef8d4a5b
47,0xd04bb43d3cb01c57fd36ef0e0b1291279910a7ed,https://opensea.io/0xd04bb43d3cb01c57fd36ef0e0b1291279910a7ed
47,0x41fe2a2b6635625bbbf36d93feac62ec80a5b5e3,https://opensea.io/0x41fe2a2b6635625bbbf36d93feac62ec80a5b5e3
47,0x5ee4d2aee218fb2dcf1f6e4b8bbac4290db42b39,https://opensea.io/0x5ee4d2aee218fb2dcf1f6e4b8bbac4290db42b39
46,0xb558613a338546451b3f967d14082762af8b8dff,https://opensea.io/0xb558613a338546451b3f967d14082762af8b8dff
46,0x4a674137614be83bab59e1e307ba43307daab8be,https://opensea.io/0x4a674137614be83bab59e1e307ba43307daab8be
46,0xa6d0117e4c004bf05cddad994fada474dda0b911,https://opensea.io/0xa6d0117e4c004bf05cddad994fada474dda0b911
46,0x5a7a6b69c6382000fd35711fd28440f415417318,https://opensea.io/0x5a7a6b69c6382000fd35711fd28440f415417318
43,0xc3f4d0e53d915c310ea39314ab96cd7d0c027466,https://opensea.io/0xc3f4d0e53d915c310ea39314ab96cd7d0c027466
43,0x17270212513330aa4e659f70e53c7fb3fd818e4e,https://opensea.io/0x17270212513330aa4e659f70e53c7fb3fd818e4e
42,0x80c1baa0003b59ad077a21cdf259521261e0672b,https://opensea.io/0x80c1baa0003b59ad077a21cdf259521261e0672b
41,0x2447c0bcda52832eacd579436799c6809f4c169c,https://opensea.io/0x2447c0bcda52832eacd579436799c6809f4c169c
41,0x3be350e21a045b52b0ed4954835e10b01c9f0b05,https://opensea.io/0x3be350e21a045b52b0ed4954835e10b01c9f0b05
40,0x99373f2d6117bbc43c8f9499353b669aa42ccab6,https://opensea.io/0x99373f2d6117bbc43c8f9499353b669aa42ccab6
40,0x9470c4e757329d8c72ac561acd15c0fb23d6ab9f,https://opensea.io/0x9470c4e757329d8c72ac561acd15c0fb23d6ab9f
39,0xccc5e11bd2ad496dd9a006aa7bd5c2d1a2a1e4a4,https://opensea.io/0xccc5e11bd2ad496dd9a006aa7bd5c2d1a2a1e4a4
39,0xd8ab491e7e0727d71525dad99717627951a87680,https://opensea.io/0xd8ab491e7e0727d71525dad99717627951a87680
39,0xefa131b185de4f8965b9c1a6f02e6264cac36a28,https://opensea.io/0xefa131b185de4f8965b9c1a6f02e6264cac36a28
38,0xd9c61c6a41cb78ee8124111be112d352a7cf13c1,https://opensea.io/0xd9c61c6a41cb78ee8124111be112d352a7cf13c1
38,0x120f5e9ef7883b4b3fb8cf59abccd6cbb3221e32,https://opensea.io/0x120f5e9ef7883b4b3fb8cf59abccd6cbb3221e32
37,0x74f306bf8b559c1fbb25151b7a4642a70a4e86e2,https://opensea.io/0x74f306bf8b559c1fbb25151b7a4642a70a4e86e2
37,0xcc1cb0fa339eb32e436dce1ba752bda72fc6edfe,https://opensea.io/0xcc1cb0fa339eb32e436dce1ba752bda72fc6edfe
37,0xfa89ec40699bbfd749c4eb6643dc2b22ff0e2aa6,https://opensea.io/0xfa89ec40699bbfd749c4eb6643dc2b22ff0e2aa6
35,0xd31c19c2be3fa014b248bd0d921ed8db55d2b3c1,https://opensea.io/0xd31c19c2be3fa014b248bd0d921ed8db55d2b3c1
35,0x14950f4bb1d8708fee4808a275c21a02c8af6274,https://opensea.io/0x14950f4bb1d8708fee4808a275c21a02c8af6274
34,0xe5c030d8af0e024e60bc04fb0240fd470e6ab28a,https://opensea.io/0xe5c030d8af0e024e60bc04fb0240fd470e6ab28a
34,0xe3d2b657c45613d30292fd67ef40dab043b70706,https://opensea.io/0xe3d2b657c45613d30292fd67ef40dab043b70706
34,0x35d117ac4c0f84888a6949bfcbd3201267b572c3,https://opensea.io/0x35d117ac4c0f84888a6949bfcbd3201267b572c3
33,0xf01365133118e3b4af61c83b56a7e180a716482a,https://opensea.io/0xf01365133118e3b4af61c83b56a7e180a716482a
33,0x47a710fa6bed241a8ef0080f10cad9a90bd670ca,https://opensea.io/0x47a710fa6bed241a8ef0080f10cad9a90bd670ca
31,0xf7789b4bdad8d8f5e2dc02bb1da3363048e3515a,https://opensea.io/0xf7789b4bdad8d8f5e2dc02bb1da3363048e3515a
30,0xe73c315b23eb7761c860001d8d87490b7b1805f1,https://opensea.io/0xe73c315b23eb7761c860001d8d87490b7b1805f1
30,0x3fb65feeab83bf60b0d1ffbc4217d2d97a35c8d4,https://opensea.io/0x3fb65feeab83bf60b0d1ffbc4217d2d97a35c8d4
30,0x69b2cc8f342c6d4898a4ed9b5dedc49a52d99d08,https://opensea.io/0x69b2cc8f342c6d4898a4ed9b5dedc49a52d99d08
30,0x0c330acfcc28f171bf358253e4c91112d4c7c96c,https://opensea.io/0x0c330acfcc28f171bf358253e4c91112d4c7c96c
29,0x62f71adfe7fe3888aa424e9f33186b4c3163f6fa,https://opensea.io/0x62f71adfe7fe3888aa424e9f33186b4c3163f6fa
29,0xfc2efa3b7904da7d6c802b6b6e3ce8279beed2a5,https://opensea.io/0xfc2efa3b7904da7d6c802b6b6e3ce8279beed2a5
29,0xaa96a50a2f67111262fe24576bd85bb56ec65016,https://opensea.io/0xaa96a50a2f67111262fe24576bd85bb56ec65016
29,0xc4ed285e6196e87e1f543af469ef3b5bb369f3f0,https://opensea.io/0xc4ed285e6196e87e1f543af469ef3b5bb369f3f0
29,0xfcf5b7d05bae6a12b02dfb297ef8eb97eddc8f52,https://opensea.io/0xfcf5b7d05bae6a12b02dfb297ef8eb97eddc8f52
29,0x686605bc5f5eb68478d5798cf0e0e19ee50a0fd5,https://opensea.io/0x686605bc5f5eb68478d5798cf0e0e19ee50a0fd5
28,0x27e860b7453437eb843830516b410777f9ef9b34,https://opensea.io/0x27e860b7453437eb843830516b410777f9ef9b34
27,0x9f0d3e5aa86c242dbab469486fa4c2ec04974a9a,https://opensea.io/0x9f0d3e5aa86c242dbab469486fa4c2ec04974a9a
27,0xc6c2d5ee69745a1e9f2d1a06e0ef0788bd924302,https://opensea.io/0xc6c2d5ee69745a1e9f2d1a06e0ef0788bd924302
27,0x70a6d7903d6e906b70e55bb4510484efc6106720,https://opensea.io/0x70a6d7903d6e906b70e55bb4510484efc6106720
27,0x5446415efd6ecf2043e97690122a7c8445497551,https://opensea.io/0x5446415efd6ecf2043e97690122a7c8445497551
26,0x23ac96ea054c5bd337712205d0997c286e057caa,https://opensea.io/0x23ac96ea054c5bd337712205d0997c286e057caa
26,0xb89f17dd3772efa4cf32785c3ad8c73a38a82409,https://opensea.io/0xb89f17dd3772efa4cf32785c3ad8c73a38a82409
26,0xcc25bd0e0d22c40fe64f16777c0a6e89dde60514,https://opensea.io/0xcc25bd0e0d22c40fe64f16777c0a6e89dde60514
26,0x0e039779806a07a0114dd6298345cbb8fbf91697,https://opensea.io/0x0e039779806a07a0114dd6298345cbb8fbf91697
26,0xb7a4c15ab3ec5470c8a1422ebd92b4d971b85bee,https://opensea.io/0xb7a4c15ab3ec5470c8a1422ebd92b4d971b85bee
26,0xd7c08ec8a1d1f874b6e45df5534f5e555473fe43,https://opensea.io/0xd7c08ec8a1d1f874b6e45df5534f5e555473fe43
25,0x992cadb62981df68dd2bc81f8d8cc214192541f8,https://opensea.io/0x992cadb62981df68dd2bc81f8d8cc214192541f8
25,0x4fa86c47949c5ed164451e147bc7036067806b10,https://opensea.io/0x4fa86c47949c5ed164451e147bc7036067806b10
25,0x3687a50279ff15c0267a8798126855ef4aef37fb,https://opensea.io/0x3687a50279ff15c0267a8798126855ef4aef37fb
25,0x082b050d3a00c106c2292701e82b11bb39b301bb,https://opensea.io/0x082b050d3a00c106c2292701e82b11bb39b301bb
25,0x7509e500cfa63785e5bbb250479d377cf11d664f,https://opensea.io/0x7509e500cfa63785e5bbb250479d377cf11d664f
25,0x6ee1f704991b2d1dede3efd5f82e2aacd9d85b0f,https://opensea.io/0x6ee1f704991b2d1dede3efd5f82e2aacd9d85b0f
24,0x67118361f02ad5d563c0b98ad6f02370e1a14ad6,https://opensea.io/0x67118361f02ad5d563c0b98ad6f02370e1a14ad6
23,0xa2e87bf4e4edc28922736887772c351de5554b77,https://opensea.io/0xa2e87bf4e4edc28922736887772c351de5554b77
23,0x72df07d6cb06d55b4e38f0b3761e0406e3fb38f6,https://opensea.io/0x72df07d6cb06d55b4e38f0b3761e0406e3fb38f6
23,0xf77593272e4b4ebf8bd5afd6a31f1a893dd66a69,https://opensea.io/0xf77593272e4b4ebf8bd5afd6a31f1a893dd66a69
23,0xb4400a6cb2c420a4ffbe7f7bfc5e84c808b1f87c,https://opensea.io/0xb4400a6cb2c420a4ffbe7f7bfc5e84c808b1f87c
22,0x2894efedbe0e1472592704f6bae139a4e03f28ba,https://opensea.io/0x2894efedbe0e1472592704f6bae139a4e03f28ba
22,0xe5897e2fee2eb0ea537606e7b8dd9b0a85a9b626,https://opensea.io/0xe5897e2fee2eb0ea537606e7b8dd9b0a85a9b626
22,0x28200b4d2a67943f47a897cc38806446383a1497,https://opensea.io/0x28200b4d2a67943f47a897cc38806446383a1497
22,0xde3f0202f976b92584e1dd324d9cd60fe068cde9,https://opensea.io/0xde3f0202f976b92584e1dd324d9cd60fe068cde9
22,0x9a1012486129acedc9d2d8c0b70734c299d90bd1,https://opensea.io/0x9a1012486129acedc9d2d8c0b70734c299d90bd1
21,0xffff30cccea52ee7e0936a620df3e7be5b546ebb,https://opensea.io/0xffff30cccea52ee7e0936a620df3e7be5b546ebb
21,0x4e248177e428b97b1462a2056a8000c58c4dae05,https://opensea.io/0x4e248177e428b97b1462a2056a8000c58c4dae05
21,0xdd4ba0505485bdecf9b6f1bb60609f1a23a2a970,https://opensea.io/0xdd4ba0505485bdecf9b6f1bb60609f1a23a2a970
21,0x6b699ae0b709d944c0d4e3d3671c5dee934cf638,https://opensea.io/0x6b699ae0b709d944c0d4e3d3671c5dee934cf638
21,0x25d6d099619cdbed77373ae6cc008ff55d6965b8,https://opensea.io/0x25d6d099619cdbed77373ae6cc008ff55d6965b8
21,0x9d7e590352c1038be33c09d8d035d78ba1b440e7,https://opensea.io/0x9d7e590352c1038be33c09d8d035d78ba1b440e7
21,0x39e2b794f462e2f8c2b846f15238199e0d1e6e97,https://opensea.io/0x39e2b794f462e2f8c2b846f15238199e0d1e6e97
20,0x5068a38569172137ad9e6ddd600b605e099be865,https://opensea.io/0x5068a38569172137ad9e6ddd600b605e099be865
20,0x38e1d5e0e049b351550774cd0da22fff96db1dfc,https://opensea.io/0x38e1d5e0e049b351550774cd0da22fff96db1dfc
20,0x213cd4d93d76afbbcffe67115da184245b7d7519,https://opensea.io/0x213cd4d93d76afbbcffe67115da184245b7d7519
20,0xa1b7e77741c1b7f45a61895faffb3243b27fb1df,https://opensea.io/0xa1b7e77741c1b7f45a61895faffb3243b27fb1df
20,0x779613cf5d2a454b898f8ba1194ae2c07836591a,https://opensea.io/0x779613cf5d2a454b898f8ba1194ae2c07836591a
20,0x98e07d48d80b82b1e1d58d8eca2b7a069f647eec,https://opensea.io/0x98e07d48d80b82b1e1d58d8eca2b7a069f647eec
20,0xde44f51cb061fd2b2ee30dd58f0822ff0a14f373,https://opensea.io/0xde44f51cb061fd2b2ee30dd58f0822ff0a14f373
20,0x8951f25adcc7c3256dd9b521ed726fb587a46d52,https://opensea.io/0x8951f25adcc7c3256dd9b521ed726fb587a46d52
20,0x9bbc40383453894a5c17ec616277bda3d61265c3,https://opensea.io/0x9bbc40383453894a5c17ec616277bda3d61265c3
19,0xa36f602cf29af9cc63b90d62b67a2f079cc71eba,https://opensea.io/0xa36f602cf29af9cc63b90d62b67a2f079cc71eba
19,0x329fdfa426c20e66434d5ee8414f2510ef5c1b74,https://opensea.io/0x329fdfa426c20e66434d5ee8414f2510ef5c1b74
19,0x20531483a1cde673c56e341518d808ff78876e04,https://opensea.io/0x20531483a1cde673c56e341518d808ff78876e04
19,0x6e5c200a784ba062ab770e6d317637f2fc82e53d,https://opensea.io/0x6e5c200a784ba062ab770e6d317637f2fc82e53d
19,0x16c96f72a620e85deec4910274db014956f2be37,https://opensea.io/0x16c96f72a620e85deec4910274db014956f2be37
19,0xcaac6ad4b639fad37b670b2f707830f8a7ee2db5,https://opensea.io/0xcaac6ad4b639fad37b670b2f707830f8a7ee2db5
19,0x85ceaaf762a2a78a6f6869c935b1c5e58e1abc65,https://opensea.io/0x85ceaaf762a2a78a6f6869c935b1c5e58e1abc65
18,0x7401572d8b4e07f89579d804e267ac000c8c67cc,https://opensea.io/0x7401572d8b4e07f89579d804e267ac000c8c67cc
18,0x8b1f85a93ac6e4f62695ea8ef2410d248605feff,https://opensea.io/0x8b1f85a93ac6e4f62695ea8ef2410d248605feff
18,0x734bbd2bc0084776d2ddbec6e03680a46fd06f1f,https://opensea.io/0x734bbd2bc0084776d2ddbec6e03680a46fd06f1f
18,0xff0c68cdc0dd46a6ed8ba68e887a2a673c46f4e6,https://opensea.io/0xff0c68cdc0dd46a6ed8ba68e887a2a673c46f4e6
18,0x3333939c2a0a7b824b34f795a4b6918df6039056,https://opensea.io/0x3333939c2a0a7b824b34f795a4b6918df6039056
